vuosi;aluejakotunniste;aluejakoselite;lukumäärä;ka_pinta_ala_m2;mediaanihinta_eur;keskihinta_eur;rantatyyppi
1993;593;Pieksämäki;16;3550;29433;28755;ranta
1993;445;Parainen;36;7043;48775;54045;ranta
1993;595;Pielavesi;4;2225;19762;25859;ranta
1993;508;Mänttä-Vilppula;11;3815;37001;41359;ranta
1993;710;Raasepori;19;7329;70639;75414;ranta
1993;598;Pietarsaari;6;1547;30695;32348;ranta
1993;71;Haapavesi;4;5118;27331;24598;ranta
1993;790;Sastamala;19;3985;42047;40020;ranta
1993;601;Pihtipudas;4;2570;28592;27751;ranta
1993;604;Pirkkala;3;3004;53820;52138;ranta
1993;75;Hamina;9;3599;38683;35813;ranta
1993;607;Polvijärvi;8;5204;27079;33217;ranta
1993;77;Hankasalmi;15;4793;25228;29041;ranta
1993;608;Pomarkku;4;3145;46673;44276;ranta
1993;609;Pori;21;5601;44402;45475;ranta
1993;638;Porvoo;21;6830;67275;78119;ranta
1993;81;Hartola;19;6075;38683;39976;ranta
1993;614;Posio;5;6354;25228;25733;ranta
1993;82;Hattula;13;3941;39524;45734;ranta
1993;615;Pudasjärvi;9;3112;20183;23173;ranta
1993;619;Punkalaidun;4;1888;43309;44234;ranta
1993;111;Heinola;22;5456;38697;41666;ranta
1993;90;Heinävesi;5;2758;26910;27583;ranta
1993;620;Puolanka;6;5042;24387;25789;ranta
1993;623;Puumala;18;5991;44570;45839;ranta
1993;624;Pyhtää;12;5363;46252;47303;ranta
1993;97;Hirvensalmi;21;5179;33638;35712;ranta
1993;626;Pyhäjärvi;8;2768;35320;39209;ranta
1993;98;Hollola;6;3079;44570;45201;ranta
1993;631;Pyhäranta;3;4050;70639;69798;ranta
1993;635;Pälkäne;22;4847;55502;60165;ranta
1993;108;Hämeenkyrö;9;3804;33638;43075;ranta
1993;109;Hämeenlinna;31;3394;48774;54663;ranta
1993;681;Rantasalmi;7;6394;39524;38803;ranta
1993;139;Ii;5;5854;18501;22537;ranta
1993;140;Iisalmi;3;3807;38683;35039;ranta
1993;683;Ranua;4;4060;20183;19405;ranta
1993;142;Iitti;21;3555;33638;40079;ranta
1993;684;Rauma;7;2620;40365;41208;ranta
1993;686;Rautalampi;7;3751;26910;30826;ranta
1993;143;Ikaalinen;10;3216;39104;38751;ranta
1993;146;Ilomantsi;7;8933;32208;32095;ranta
1993;148;Inari;8;6306;34983;31609;ranta
1993;149;Inkoo;8;5908;71480;83001;ranta
1993;698;Rovaniemi;8;4923;28172;33301;ranta
1993;700;Ruokolahti;26;4849;33638;36642;ranta
1993;165;Janakkala;7;3686;43729;44690;ranta
1993;702;Ruovesi;14;4570;44991;50531;ranta
1993;167;Joensuu;17;4656;31956;31832;ranta
1993;170;Jomala;3;3500;42047;39805;ranta
1993;171;Joroinen;8;4101;27331;28150;ranta
1993;707;Rääkkylä;9;6250;32797;40552;ranta
1993;172;Joutsa;15;5473;35319;40287;ranta
1993;729;Saarijärvi;13;4093;26069;29368;ranta
1993;176;Juuka;8;3416;30695;32166;ranta
1993;177;Juupajoki;3;5633;43729;37562;ranta
1993;734;Salo;37;4212;43729;49977;ranta
1993;178;Juva;6;5666;28424;27134;ranta
1993;179;Jyväskylä;16;3283;25228;31451;ranta
1993;946;Vöyri;5;2364;32797;38751;ranta
1993;738;Sauvo;7;4897;58866;57004;ranta
1993;739;Savitaipale;21;4415;37001;35303;ranta
1993;740;Savonlinna;42;5507;32377;38585;ranta
1993;182;Jämsä;20;5003;33638;32406;ranta
1993;202;Kaarina;7;2194;53820;56583;ranta
1993;747;Siikainen;7;3969;40533;40630;ranta
1993;205;Kajaani;14;5818;26490;36196;ranta
1993;748;Siikajoki;3;6550;26910;25340;ranta
1993;749;Siilinjärvi;9;4468;35319;42365;ranta
1993;751;Simo;7;6030;30274;29553;ranta
1993;211;Kangasala;24;3932;43729;46486;ranta
1993;753;Sipoo;12;8191;75685;96596;ranta
1993;213;Kangasniemi;22;4734;30863;35354;ranta
1993;758;Sodankylä;5;6210;26910;35202;ranta
1993;759;Soini;4;10675;35908;47387;ranta
1993;761;Somero;3;4547;46252;46812;ranta
1993;216;Kannonkoski;5;4330;30274;31216;ranta
1993;765;Sotkamo;18;3574;32377;40247;ranta
1993;768;Sulkava;4;3515;37843;35320;ranta
1993;224;Karkkila;5;7672;28592;34479;ranta
1993;771;Sund;3;4200;20183;19902;ranta
1993;232;Kauhajoki;5;3040;29433;27751;ranta
1993;777;Suomussalmi;4;7802;25649;105749;ranta
1993;778;Suonenjoki;3;4787;42047;43168;ranta
1993;781;Sysmä;23;5686;43224;45520;ranta
1993;783;Säkylä;3;4560;58866;66995;ranta
1993;831;Taipalsaari;26;5036;37001;36142;ranta
1993;833;Taivassalo;5;3454;58866;53484;ranta
1993;241;Keminmaa;3;8793;16482;16146;ranta
1993;834;Tammela;15;3324;42047;41890;ranta
1993;837;Tampere;17;4270;57184;61098;ranta
1993;249;Keuruu;3;2987;21864;21304;ranta
1993;250;Kihniö;5;3493;40365;46083;ranta
1993;848;Tohmajärvi;5;5070;30274;34563;ranta
1993;850;Toivakka;4;3650;21020;27329;ranta
1993;257;Kirkkonummi;12;8904;84094;106169;ranta
1993;853;Turku;14;3244;59791;62109;ranta
1993;260;Kitee;11;4748;37001;37231;ranta
1993;857;Tuusniemi;9;3524;23546;24434;ranta
1993;263;Kiuruvesi;7;4209;26910;28254;ranta
1993;265;Kivijärvi;3;2490;30274;32797;ranta
1993;271;Kokemäki;5;4360;50456;46084;ranta
1993;886;Ulvila;3;3030;23546;24387;ranta
1993;272;Kokkola;11;5123;20183;36925;ranta
1993;887;Urjala;3;2997;50456;48214;ranta
1993;275;Konnevesi;5;5200;31956;29197;ranta
1993;276;Kontiolahti;11;4661;33638;38576;ranta
1993;892;Uurainen;8;4620;23126;24492;ranta
1993;893;Uusikaarlepyy;4;3850;46252;52769;ranta
1993;280;Korsnäs;3;2067;33638;31395;ranta
1993;895;Uusikaupunki;22;5926;41627;42964;ranta
1993;785;Vaala;4;2968;38431;39819;ranta
1993;905;Vaasa;9;6777;33638;43131;ranta
1993;285;Kotka;11;4482;35319;48774;ranta
1993;908;Valkeakoski;7;2429;38683;39404;ranta
1993;286;Kouvola;50;3583;43225;47197;ranta
1993;287;Kristiinankaupunki;6;3583;33218;37002;ranta
1993;290;Kuhmo;8;5500;24387;24398;ranta
1993;291;Kuhmoinen;15;3483;42047;39692;ranta
1993;915;Varkaus;10;3899;29854;30543;ranta
1993;297;Kuopio;54;4394;32377;36065;ranta
1993;918;Vehmaa;4;4850;34058;36371;ranta
1993;921;Vesanto;4;4500;29433;29433;ranta
1993;922;Vesilahti;12;2830;41206;39489;ranta
1993;304;Kustavi;19;7366;60548;62893;ranta
1993;305;Kuusamo;37;6540;25228;34600;ranta
1993;927;Vihti;9;3627;63070;61519;ranta
1993;931;Viitasaari;9;4613;33469;33376;ranta
1993;935;Virolahti;7;4749;58866;51442;ranta
1993;936;Virrat;13;3835;37001;43056;ranta
1993;398;Lahti;8;2453;33638;38578;ranta
1993;400;Laitila;6;4483;21864;26770;ranta
1993;402;Lapinlahti;4;2980;27331;26700;ranta
1993;403;Lappajärvi;6;3740;58025;55499;ranta
1993;405;Lappeenranta;16;3658;32797;42068;ranta
1993;410;Laukaa;9;3563;32797;32703;ranta
1993;976;Ylitornio;3;2867;24387;22705;ranta
1993;416;Lemi;10;4198;31536;32460;ranta
1993;980;Ylöjärvi;19;5182;38683;40604;ranta
1993;418;Lempäälä;3;5711;26069;26349;ranta
1993;989;Ähtäri;6;6287;38683;47569;ranta
1993;420;Leppävirta;18;4601;29433;34091;ranta
1993;992;Äänekoski;9;6696;31956;31750;ranta
1993;422;Lieksa;6;4427;37001;43869;ranta
1993;426;Liperi;21;5394;33638;33724;ranta
1993;444;Lohja;50;4476;52559;54843;ranta
1993;433;Loppi;13;4513;52979;59577;ranta
1993;434;Loviisa;8;6809;59286;68284;ranta
1993;435;Luhanka;4;7085;61389;55923;ranta
1993;440;Luoto;9;2639;27751;28854;ranta
1993;441;Luumäki;9;5329;42888;41449;ranta
1993;475;Maalahti;7;8471;26910;25633;ranta
1993;481;Masku;5;4612;70639;102258;ranta
1993;484;Merikarvia;12;5124;39524;38816;ranta
1993;489;Miehikkälä;7;4517;30274;30923;ranta
1993;491;Mikkeli;64;3834;37001;38325;ranta
1993;499;Mustasaari;19;3318;32797;33363;ranta
1993;500;Muurame;3;2943;43729;41486;ranta
1993;503;Mynämäki;9;4828;53820;51391;ranta
1993;505;Mäntsälä;7;3897;42047;44971;ranta
1993;507;Mäntyharju;44;4575;38683;43312;ranta
1993;529;Naantali;19;5500;69798;67970;ranta
1993;541;Nurmes;8;3818;28592;30421;ranta
1993;545;Närpiö;10;3264;37927;39037;ranta
1994;560;Orimattila;3;3407;42888;38403;ranta
1994;5;Alajärvi;10;2414;33638;37304;ranta
1994;562;Orivesi;15;4825;33638;37786;ranta
1994;10;Alavus;10;2931;31956;35752;ranta
1994;564;Oulu;16;2643;22705;27436;ranta
1994;576;Padasjoki;21;5506;42047;46978;ranta
1994;16;Asikkala;18;6346;46168;51615;ranta
1994;578;Paltamo;9;5034;40365;39020;ranta
1994;580;Parikkala;5;4302;31956;30587;ranta
1994;581;Parkano;5;4800;27751;30207;ranta
1994;854;Pello;4;11688;19342;22285;ranta
1994;46;Enonkoski;5;3668;32797;32292;ranta
1994;49;Espoo;4;6283;85776;84010;ranta
1994;50;Eura;6;1747;52475;53260;ranta
1994;51;Eurajoki;21;3017;35319;44362;ranta
1994;592;Petäjävesi;3;2283;20183;22117;ranta
1994;322;Kemiönsaari;14;7279;64753;67515;ranta
1994;445;Parainen;38;6366;57605;60084;ranta
1994;593;Pieksämäki;14;4394;25228;28003;ranta
1994;595;Pielavesi;6;4068;28592;38303;ranta
1994;508;Mänttä-Vilppula;11;3412;32797;34708;ranta
1994;598;Pietarsaari;7;1992;32797;39416;ranta
1994;710;Raasepori;10;5312;66855;67460;ranta
1994;601;Pihtipudas;7;3250;38683;36689;ranta
1994;71;Haapavesi;5;4150;26574;29568;ranta
1994;790;Sastamala;16;5063;45832;44528;ranta
1994;604;Pirkkala;3;6907;41206;45130;ranta
1994;75;Hamina;9;4261;38683;45878;ranta
1994;607;Polvijärvi;8;7553;28592;27331;ranta
1994;608;Pomarkku;3;3153;31956;35880;ranta
1994;77;Hankasalmi;9;4636;25228;26518;ranta
1994;609;Pori;29;4220;33469;40829;ranta
1994;638;Porvoo;20;7633;54241;67771;ranta
1994;81;Hartola;18;5029;37002;40234;ranta
1994;82;Hattula;12;4076;55502;58656;ranta
1994;614;Posio;11;8061;31956;33913;ranta
1994;615;Pudasjärvi;15;4056;21023;22973;ranta
1994;111;Heinola;20;5329;55082;52482;ranta
1994;620;Puolanka;6;7967;31956;32657;ranta
1994;90;Heinävesi;8;4456;27751;33533;ranta
1994;623;Puumala;27;6559;35319;38487;ranta
1994;624;Pyhtää;3;2937;36160;33357;ranta
1994;97;Hirvensalmi;18;5814;31956;36577;ranta
1994;98;Hollola;23;3474;43729;50230;ranta
1994;626;Pyhäjärvi;9;3933;39524;40393;ranta
1994;631;Pyhäranta;5;2310;52138;57857;ranta
1994;635;Pälkäne;17;4376;42047;46296;ranta
1994;678;Raahe;6;4018;23967;25088;ranta
1994;108;Hämeenkyrö;3;3433;33638;34927;ranta
1994;681;Rantasalmi;12;3814;26069;30975;ranta
1994;109;Hämeenlinna;49;4016;38683;44388;ranta
1994;139;Ii;5;4296;20183;31367;ranta
1994;683;Ranua;8;4056;22705;22958;ranta
1994;140;Iisalmi;8;5666;26910;28487;ranta
1994;142;Iitti;13;4544;38010;45618;ranta
1994;684;Rauma;12;2691;39524;41795;ranta
1994;143;Ikaalinen;8;5059;36160;39987;ranta
1994;686;Rautalampi;7;7020;26910;31403;ranta
1994;146;Ilomantsi;3;5363;27751;26069;ranta
1994;689;Rautjärvi;8;2669;28592;29391;ranta
1994;691;Reisjärvi;3;2173;25228;28312;ranta
1994;148;Inari;8;5730;27751;31746;ranta
1994;149;Inkoo;8;10153;83253;91347;ranta
1994;697;Ristijärvi;3;3250;31115;30274;ranta
1994;698;Rovaniemi;18;3336;22790;24163;ranta
1994;700;Ruokolahti;25;3803;35319;38078;ranta
1994;165;Janakkala;6;3910;35320;34969;ranta
1994;167;Joensuu;19;3975;25228;26876;ranta
1994;702;Ruovesi;15;3906;43729;45848;ranta
1994;170;Jomala;3;3867;42047;43729;ranta
1994;171;Joroinen;10;3429;31536;30804;ranta
1994;172;Joutsa;15;4940;47093;42058;ranta
1994;707;Rääkkylä;6;7375;41038;48438;ranta
1994;729;Saarijärvi;6;2867;32377;33610;ranta
1994;176;Juuka;10;4988;30274;36076;ranta
1994;734;Salo;31;5774;43729;46181;ranta
1994;177;Juupajoki;4;2800;35992;36076;ranta
1994;178;Juva;14;5214;23967;25721;ranta
1994;179;Jyväskylä;24;4138;28592;38368;ranta
1994;738;Sauvo;3;3400;58866;50176;ranta
1994;946;Vöyri;19;4057;35319;35939;ranta
1994;739;Savitaipale;9;4780;37842;35600;ranta
1994;740;Savonlinna;38;5107;32797;34510;ranta
1994;182;Jämsä;21;5014;26910;35319;ranta
1994;202;Kaarina;4;6437;61809;60337;ranta
1994;204;Kaavi;5;4340;15810;21595;ranta
1994;747;Siikainen;9;5192;39524;40328;ranta
1994;205;Kajaani;11;5555;25228;27216;ranta
1994;749;Siilinjärvi;6;3943;41206;45691;ranta
1994;751;Simo;7;5276;19342;21168;ranta
1994;753;Sipoo;11;7036;80730;96310;ranta
1994;211;Kangasala;30;3348;43309;43171;ranta
1994;755;Siuntio;4;5460;52980;49742;ranta
1994;213;Kangasniemi;25;6122;30274;32857;ranta
1994;759;Soini;3;9433;28592;34759;ranta
1994;216;Kannonkoski;3;3707;30274;28704;ranta
1994;761;Somero;6;2927;35740;37562;ranta
1994;762;Sonkajärvi;4;4875;23967;26069;ranta
1994;765;Sotkamo;11;4021;25228;32338;ranta
1994;768;Sulkava;6;4528;39945;40785;ranta
1994;226;Karstula;4;4538;37422;38599;ranta
1994;777;Suomussalmi;6;5407;18081;18977;ranta
1994;232;Kauhajoki;3;2800;25228;24634;ranta
1994;781;Sysmä;12;4898;41206;46952;ranta
1994;783;Säkylä;3;2033;50456;48214;ranta
1994;831;Taipalsaari;20;4301;39524;39280;ranta
1994;320;Kemijärvi;4;5683;23546;24598;ranta
1994;833;Taivassalo;5;6706;40365;41710;ranta
1994;834;Tammela;18;3481;40365;45247;ranta
1994;837;Tampere;28;4700;48774;50814;ranta
1994;844;Tervo;7;9757;27751;31956;ranta
1994;249;Keuruu;7;4906;39524;43044;ranta
1994;250;Kihniö;5;8302;38683;44301;ranta
1994;848;Tohmajärvi;7;5873;35319;36635;ranta
1994;850;Toivakka;4;3330;34647;33512;ranta
1994;853;Turku;19;3470;45411;60729;ranta
1994;257;Kirkkonummi;6;7195;112266;101123;ranta
1994;260;Kitee;16;3368;29013;32092;ranta
1994;857;Tuusniemi;4;6193;28375;32057;ranta
1994;261;Kittilä;3;9293;38683;33077;ranta
1994;263;Kiuruvesi;5;5599;23546;23378;ranta
1994;265;Kivijärvi;3;3233;31956;31171;ranta
1994;271;Kokemäki;4;1850;28592;27751;ranta
1994;886;Ulvila;3;2987;37001;35880;ranta
1994;272;Kokkola;5;3950;53820;50961;ranta
1994;887;Urjala;10;4317;36791;38831;ranta
1994;889;Utajärvi;3;9180;30610;33750;ranta
1994;273;Kolari;3;4943;26069;25508;ranta
1994;276;Kontiolahti;7;3036;30274;30430;ranta
1994;892;Uurainen;5;7930;23546;24118;ranta
1994;893;Uusikaarlepyy;6;5523;32797;34339;ranta
1994;895;Uusikaupunki;15;4940;43729;51460;ranta
1994;280;Korsnäs;7;3493;35319;37001;ranta
1994;785;Vaala;7;4544;33638;36881;ranta
1994;905;Vaasa;6;6857;27120;31745;ranta
1994;285;Kotka;10;4490;40786;37910;ranta
1994;286;Kouvola;31;4158;37506;42546;ranta
1994;908;Valkeakoski;7;3627;47093;49399;ranta
1994;287;Kristiinankaupunki;8;3911;47934;48753;ranta
1994;288;Kruunupyy;4;3100;29601;30652;ranta
1994;290;Kuhmo;6;6332;30022;28362;ranta
1994;291;Kuhmoinen;17;5202;40701;45693;ranta
1994;915;Varkaus;6;3734;24387;23799;ranta
1994;297;Kuopio;53;4332;30274;33375;ranta
1994;918;Vehmaa;3;2900;30947;31620;ranta
1994;300;Kuortane;4;4293;33218;35110;ranta
1994;922;Vesilahti;10;4170;42468;43477;ranta
1994;304;Kustavi;18;7189;55502;57576;ranta
1994;305;Kuusamo;22;6817;31704;36475;ranta
1994;927;Vihti;7;3266;48774;53580;ranta
1994;931;Viitasaari;12;3611;25228;29040;ranta
1994;935;Virolahti;9;3881;32797;35824;ranta
1994;936;Virrat;19;5504;38683;40666;ranta
1994;398;Lahti;16;3545;37842;45831;ranta
1994;400;Laitila;4;4043;57184;68957;ranta
1994;402;Lapinlahti;9;4776;26910;30031;ranta
1994;403;Lappajärvi;5;5088;42047;55502;ranta
1994;405;Lappeenranta;9;5361;31956;33301;ranta
1994;410;Laukaa;5;2972;26910;30442;ranta
1994;416;Lemi;5;4632;45074;43392;ranta
1994;980;Ylöjärvi;18;5602;39524;49569;ranta
1994;418;Lempäälä;4;3740;37758;38851;ranta
1994;420;Leppävirta;15;4870;26910;28132;ranta
1994;989;Ähtäri;5;3244;36160;38010;ranta
1994;992;Äänekoski;12;4008;32797;33217;ranta
1994;422;Lieksa;6;2513;27541;32026;ranta
1994;426;Liperi;21;3830;28592;29253;ranta
1994;444;Lohja;35;4667;53820;54481;ranta
1994;433;Loppi;7;4395;57184;56824;ranta
1994;434;Loviisa;10;8184;55923;55250;ranta
1994;435;Luhanka;6;5188;50036;50064;ranta
1994;440;Luoto;9;3140;28592;30835;ranta
1994;441;Luumäki;15;6034;42047;43000;ranta
1994;475;Maalahti;14;5038;30442;37170;ranta
1994;20;Akaa;4;1965;27751;34479;ranta
1994;484;Merikarvia;14;6258;42047;41194;ranta
1994;489;Miehikkälä;6;3580;27961;30624;ranta
1994;491;Mikkeli;68;4715;38683;40014;ranta
1994;495;Multia;3;5703;39524;34759;ranta
1994;499;Mustasaari;12;6027;48775;59356;ranta
1994;500;Muurame;13;3853;31956;37040;ranta
1994;503;Mynämäki;3;5817;26069;33918;ranta
1994;505;Mäntsälä;3;5617;56343;59006;ranta
1994;507;Mäntyharju;46;4409;36581;40450;ranta
1994;529;Naantali;26;4203;45411;50709;ranta
1994;536;Nokia;6;1683;43309;46000;ranta
1994;541;Nurmes;5;3906;28592;24993;ranta
1994;545;Närpiö;9;3736;39524;36011;ranta
1995;5;Alajärvi;6;2658;32376;34339;ranta
1995;10;Alavus;10;3508;37422;40954;ranta
1995;16;Asikkala;16;2553;54661;54630;ranta
1995;18;Askola;3;6540;33638;31395;ranta
1995;46;Enonkoski;4;3273;26911;33953;ranta
1995;47;Enontekiö;3;8839;16819;16819;ranta
1995;49;Espoo;4;6429;108481;159358;ranta
1995;50;Eura;3;9743;65593;59987;ranta
1995;51;Eurajoki;16;3348;41206;53032;ranta
1995;52;Evijärvi;6;2667;21150;31774;ranta
1995;72;Hailuoto;3;18060;60548;50456;ranta
1995;75;Hamina;8;6508;26994;28088;ranta
1995;77;Hankasalmi;6;5987;34058;34675;ranta
1995;81;Hartola;16;4448;37001;36213;ranta
1995;82;Hattula;10;4835;42468;51264;ranta
1995;111;Heinola;25;4591;42047;45560;ranta
1995;90;Heinävesi;17;5092;31115;33984;ranta
1995;91;Helsinki;5;10506;109322;138116;ranta
1995;97;Hirvensalmi;25;4323;35319;36732;ranta
1995;98;Hollola;14;5246;43729;44630;ranta
1995;108;Hämeenkyrö;6;4470;38263;36441;ranta
1995;109;Hämeenlinna;46;4774;42047;46637;ranta
1995;139;Ii;3;7737;26069;28592;ranta
1995;140;Iisalmi;11;3749;29433;32995;ranta
1995;142;Iitti;21;3777;38683;40726;ranta
1995;143;Ikaalinen;10;4680;32545;38498;ranta
1995;146;Ilomantsi;3;7902;23546;24668;ranta
1995;148;Inari;6;5587;26910;38263;ranta
1995;149;Inkoo;8;8046;118993;105012;ranta
1995;165;Janakkala;8;3134;33638;33427;ranta
1995;167;Joensuu;12;6541;27751;36749;ranta
1995;170;Jomala;3;2150;56202;56857;ranta
1995;171;Joroinen;4;2790;20183;22495;ranta
1995;172;Joutsa;13;4289;34479;33521;ranta
1995;176;Juuka;8;4926;21444;24913;ranta
1995;178;Juva;9;5206;28592;26107;ranta
1995;179;Jyväskylä;29;4151;26910;34463;ranta
1995;182;Jämsä;17;3845;26910;33089;ranta
1995;202;Kaarina;3;5617;47093;49616;ranta
1995;204;Kaavi;4;2990;28676;28949;ranta
1995;205;Kajaani;10;4740;30695;31788;ranta
1995;211;Kangasala;26;3258;40365;41271;ranta
1995;213;Kangasniemi;16;6939;30274;33706;ranta
1995;216;Kannonkoski;7;5094;31115;32556;ranta
1995;226;Karstula;5;5038;33638;33200;ranta
1995;232;Kauhajoki;3;5127;32797;31956;ranta
1995;320;Kemijärvi;4;7645;31788;33659;ranta
1995;241;Keminmaa;3;5567;20183;22257;ranta
1995;249;Keuruu;7;3043;25392;29385;ranta
1995;250;Kihniö;4;3630;51298;59286;ranta
1995;257;Kirkkonummi;20;8339;88299;89644;ranta
1995;260;Kitee;14;4139;28172;35554;ranta
1995;261;Kittilä;3;8100;20351;34815;ranta
1995;263;Kiuruvesi;3;3590;21864;22425;ranta
1995;265;Kivijärvi;3;2967;37001;32516;ranta
1995;271;Kokemäki;5;2392;52138;49952;ranta
1995;272;Kokkola;5;1780;32797;35992;ranta
1995;275;Konnevesi;5;7182;33301;31384;ranta
1995;276;Kontiolahti;11;4699;31115;29510;ranta
1995;280;Korsnäs;6;6267;44570;44290;ranta
1995;285;Kotka;9;4920;33621;29771;ranta
1995;286;Kouvola;52;3804;36581;38449;ranta
1995;287;Kristiinankaupunki;5;3088;33638;38296;ranta
1995;290;Kuhmo;11;5098;22705;23623;ranta
1995;291;Kuhmoinen;17;4144;40365;44036;ranta
1995;297;Kuopio;52;4454;30274;32033;ranta
1995;300;Kuortane;3;5383;50456;53988;ranta
1995;304;Kustavi;10;7374;71690;74129;ranta
1995;305;Kuusamo;37;6363;26910;34033;ranta
1995;316;Kärkölä;3;5477;62230;69798;ranta
1995;398;Lahti;14;3524;37001;43489;ranta
1995;400;Laitila;10;5162;35908;39020;ranta
1995;402;Lapinlahti;9;4020;29433;30531;ranta
1995;403;Lappajärvi;3;6600;56343;63071;ranta
1995;405;Lappeenranta;15;4993;28592;33884;ranta
1995;410;Laukaa;7;5074;21864;25348;ranta
1995;416;Lemi;7;3270;42047;40005;ranta
1995;417;Lemland;3;6667;42047;39244;ranta
1995;418;Lempäälä;3;1930;23546;27471;ranta
1995;420;Leppävirta;16;7589;27919;33527;ranta
1995;422;Lieksa;8;6556;33638;42194;ranta
1995;426;Liperi;16;3679;34899;35850;ranta
1995;444;Lohja;36;4147;52138;57887;ranta
1995;433;Loppi;13;3965;44570;43211;ranta
1995;434;Loviisa;11;9028;49615;66786;ranta
1995;440;Luoto;7;2629;37842;40605;ranta
1995;441;Luumäki;14;3799;28592;33638;ranta
1995;475;Maalahti;5;3328;24387;30173;ranta
1995;20;Akaa;3;5387;31956;30734;ranta
1995;481;Masku;3;2737;33638;33638;ranta
1995;484;Merikarvia;12;3693;46252;45481;ranta
1995;489;Miehikkälä;9;2972;32797;33320;ranta
1995;491;Mikkeli;82;5023;35740;38655;ranta
1995;494;Muhos;3;2200;33638;35320;ranta
1995;498;Muonio;3;7367;25228;22672;ranta
1995;499;Mustasaari;16;5107;31956;38683;ranta
1995;500;Muurame;3;3983;35319;42607;ranta
1995;504;Myrskylä;5;4800;42047;38952;ranta
1995;505;Mäntsälä;8;5904;38683;45306;ranta
1995;507;Mäntyharju;43;4291;32797;36818;ranta
1995;529;Naantali;18;6114;58446;60221;ranta
1995;536;Nokia;7;6134;49615;53736;ranta
1995;545;Närpiö;4;7500;29013;33007;ranta
1995;560;Orimattila;3;4867;47093;46532;ranta
1995;562;Orivesi;15;6484;37001;44839;ranta
1995;564;Oulu;12;2965;25228;35092;ranta
1995;309;Outokumpu;5;3761;26910;28625;ranta
1995;576;Padasjoki;16;4143;38683;49747;ranta
1995;578;Paltamo;4;10988;37842;39314;ranta
1995;580;Parikkala;3;10380;17660;22706;ranta
1995;581;Parkano;8;3018;26069;29601;ranta
1995;592;Petäjävesi;3;1967;42047;42888;ranta
1995;322;Kemiönsaari;16;7802;52979;65961;ranta
1995;445;Parainen;49;6450;50456;58366;ranta
1995;593;Pieksämäki;19;3647;32797;31283;ranta
1995;508;Mänttä-Vilppula;5;8282;32797;37069;ranta
1995;595;Pielavesi;3;3530;21864;26910;ranta
1995;710;Raasepori;30;6919;60128;70206;ranta
1995;598;Pietarsaari;8;3355;34521;36844;ranta
1995;601;Pihtipudas;8;2550;34899;33785;ranta
1995;790;Sastamala;21;3214;37842;37025;ranta
1995;607;Polvijärvi;9;4960;35319;33581;ranta
1995;609;Pori;19;3854;42047;41197;ranta
1995;638;Porvoo;17;8847;82412;95521;ranta
1995;614;Posio;5;10550;20183;21024;ranta
1995;615;Pudasjärvi;7;3406;25228;25108;ranta
1995;619;Punkalaidun;3;2000;31956;35151;ranta
1995;620;Puolanka;8;4575;25649;31220;ranta
1995;623;Puumala;18;5206;37422;46504;ranta
1995;624;Pyhtää;9;4807;55502;54941;ranta
1995;626;Pyhäjärvi;8;5427;31115;31956;ranta
1995;631;Pyhäranta;3;5550;40365;38683;ranta
1995;635;Pälkäne;20;5799;42888;47765;ranta
1995;636;Pöytyä;4;2358;46252;47513;ranta
1995;678;Raahe;3;2492;21023;24723;ranta
1995;681;Rantasalmi;8;3219;38263;36003;ranta
1995;683;Ranua;3;8367;25228;30834;ranta
1995;684;Rauma;13;4384;38532;46996;ranta
1995;686;Rautalampi;4;2868;22285;26280;ranta
1995;689;Rautjärvi;8;4384;27331;31115;ranta
1995;691;Reisjärvi;3;3600;38683;37001;ranta
1995;697;Ristijärvi;3;5450;29433;29175;ranta
1995;698;Rovaniemi;22;4979;23546;28944;ranta
1995;700;Ruokolahti;17;3369;33638;35567;ranta
1995;702;Ruovesi;14;5108;33638;42311;ranta
1995;707;Rääkkylä;5;7836;33469;30745;ranta
1995;729;Saarijärvi;10;3923;36581;36194;ranta
1995;734;Salo;24;4553;42047;40607;ranta
1995;738;Sauvo;6;3738;63491;62510;ranta
1995;946;Vöyri;15;3945;31956;33890;ranta
1995;739;Savitaipale;15;3800;30274;42013;ranta
1995;740;Savonlinna;35;4439;31956;35920;ranta
1995;743;Seinäjoki;4;2478;47177;43028;ranta
1995;748;Siikajoki;3;6463;23546;36847;ranta
1995;749;Siilinjärvi;8;4666;27331;36139;ranta
1995;751;Simo;4;4843;28172;32797;ranta
1995;753;Sipoo;9;10344;58866;53540;ranta
1995;758;Sodankylä;3;7000;25228;24668;ranta
1995;761;Somero;8;4864;39104;40681;ranta
1995;762;Sonkajärvi;6;3171;31536;32727;ranta
